,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,-0.014125738938648755,-0.01189656363715677,-0.07170179860796655,-0.40703000408458023,0.011111495651473343,0.004035952490579852,-0.02021898031829722,0.1816389805607117,0.0875909403710369,0.002235055213069846,-0.017551115845721707,-0.48608225886152784,-1.0424313083314574,0.9181055961407436,-0.0773051417680746,0.002173771640753209,-0.4956425437452683,-1.0218414122471389,0.9641574912066311,-0.1715170743075053,0.08684946188968337,-0.2972082887137172,-0.2532844112792194,0.4099930753062564,-0.10602447744712012,-0.041550633131083065,-0.07102223538312641,-0.3067347290214466,-0.473512830162663,-0.012735883387170278,-0.29460243559142796,-0.3982715319979271,0.04547233152070079,-1.071014593232608,0.23985470976046763,-0.3636451030063178

1,2.1198121016273255e-05,-0.001700113692181596,-0.0044003153849262126,0.002780351229127124,-0.0037545716032760124,-8.582391659821207e-06,-0.001072469438974082,-0.0027004741948533258,0.0018946542181475447,-0.001462634733600498,1.5215230462756567e-05,-0.002228141854333225,-0.003920172182466414,0.004067434394423278,-0.005537793494972568,0.00024718449674422075,-0.00439484135418826,-0.006727629124045427,0.009416155834469494,-0.022111482122536583,-0.001133630800306529,-0.0029234156977605216,-0.007562182923806475,0.004999931645934491,-0.011995882580605905,-0.0007274678895886524,-0.004755298576494691,-0.009232686117896155,0.0058067315751251115,-0.026387643466156026,-0.0013723385767313223,-0.001232415077228558,-0.0002104359282362507,-0.0009913300938461885,0.0004141736383462977,0.0009322794943019501

2,-1.5551800241600904e-05,-0.0007980985787562576,-0.001662168953355967,0.0013747302140595078,-0.0019513484751352394,4.890627515829894e-05,-0.0010715759257791792,-0.0020520237101727262,0.0023716510099393113,-0.00326225232895049,8.193870309881909e-06,-0.00035232905541294823,-0.0007232724697489896,0.0008624928450176906,-0.00035606614027042753,-2.9040708060213766e-05,-0.0014243937279731346,-0.002891317306066155,0.002469614113543436,-0.005725319281583536,-0.0002618622410007036,-0.0005808196518147039,-0.0016396200634765216,0.0007793786655648689,-0.0013431769374544094,-0.00032922139566720894,-0.002954783577836642,-0.006221580561870036,0.004451290999670912,-0.0243818707506695,-0.00046369013183298653,-0.000505376131722621,0.00010041858704069236,-0.00029078513105511685,0.00020653985174848446,0.00033038846782679145

3,-8.015889654473457e-05,-0.008045903376343429,-0.012883814797753797,0.013840706700882915,-0.009936991289664654,-5.00096474327606e-05,-0.0035215942816896415,-0.0048246537826260455,0.011433688067927121,-0.002044272080364058,-1.9313670913601235e-05,-0.002816007297421626,-0.007033376069177076,0.00923827055879136,-0.0011197355655556353,0.0007084763967704042,-0.013046717859670744,-0.01954898657552024,0.04146682512824219,-0.02290242036344917,-0.0024219106938404024,-0.0066762244100355,-0.03326549592813288,0.004364258806040465,-0.008905951953544013,-0.0002249764410596131,-0.026002183427563552,-0.04679487575088592,0.041741065676994524,-0.08597131693831796,-0.001735016190163102,-0.009974701944061568,0.00809817366124779,-0.0008346783725691879,0.0006134325732809344,0.006862145335721501

4,2.8289446380447477e-05,-0.0017660821165377109,-0.004479143712081651,0.0034404912957029733,-0.003901370081874905,-1.2452268115712051e-05,-0.0011014140550343525,-0.002980766922765778,0.00190699323992139,-0.0015217373868607902,2.5450876750417928e-05,-0.0022538959582571495,-0.003955789527929267,0.004018780030422181,-0.005865200008643783,0.000122911007695496,-0.004313048054243138,-0.006587707438591531,0.008753622971133815,-0.02335825980738609,-0.0010515378288326672,-0.002956647606409849,-0.007334381492052322,0.005478942440563683,-0.012576550380051302,-0.0007770583474647863,-0.004556400511408817,-0.008878744026349847,0.0051523375207441725,-0.02747135624805589,-0.000492573987216628,-0.0007399314619281924,-0.00033626900095307853,-0.0009156563591526348,0.0009342843284395979,6.454227909740307e-05

5,-1.3246335088836793e-05,-0.0008129210729081742,-0.0016443183302973822,0.0016120511629788324,-0.002004789685604493,4.946484800655809e-05,-0.0010917064805275464,-0.0021599181984040604,0.0024116103750426187,-0.003353990746698797,1.2648487231363621e-05,-0.00031889527710843155,-0.0006649389348023912,0.0007659258838114957,-0.0003582970720197569,-8.816875885195134e-05,-0.0013229379529295638,-0.002766052795072745,0.0020452519904874834,-0.005800075400686447,-0.0002088802718732994,-0.0005448897634054389,-0.0014159355938962851,0.000873655637181784,-0.001345372286195294,-0.00034262912253055753,-0.0028546842665499567,-0.006036793924073507,0.004189194354771386,-0.02494507973041255,-9.8399400734103e-05,-0.0002961790080203711,5.820481801282286e-05,-0.0002448643956935491,0.00040776185216411523,-2.2729525737432462e-05

6,-2.398640392812925e-05,-0.009871576674766049,-0.014316710701903643,0.02249416349113018,-0.01250902306899024,-8.702612315171347e-05,-0.004111752512814377,-0.007167594642273397,0.01360565168882231,-0.0025248267707161315,9.464627800082206e-05,-0.0023368671452343127,-0.006632304178379069,0.008277299541977508,-0.0011940928213772784,-0.0007382948514008159,-0.012600206022840744,-0.019047534836290035,0.03887187322794168,-0.026532715105651312,-0.0014422092479931458,-0.0069329915057480965,-0.03476533904385297,0.006952095172778373,-0.01024728479107994,-0.0003919304055125452,-0.027746715500220242,-0.04897763317794239,0.04180912724532922,-0.10513542333084429,0.007362029381856029,-0.006822431391465899,0.00960045873068812,0.0006109052717427916,0.005997726910566225,-0.000957077272167115

7,0.003465729992454659,0.020619252713277303,0.050317711705500034,-0.027585969269100327,0.10672454025470599,-0.001492273762415488,-0.02920158295636003,-0.02441239229836939,0.0387636113761195,-0.11734984473171417,0.0010140830770168203,0.013926860960527795,0.03333152202112986,-0.017424404181233838,0.03074057798669818,-0.007974441782732666,-0.00740203746771563,-0.021121338255122607,-0.008038246260234638,-0.036950298688531114,0.000534500648165466,0.016101863654920445,-0.0011172441256614984,-0.01644892256591196,0.07785966913742787,0.003992945769704019,-0.0011959787949269995,-0.029059148537062707,0.08211008983289603,-0.019717712237425244,0.006035443476985553,-0.013195362900196218,0.02349766088372431,-0.00322716348493486,0.002584629486760772,0.0013691609808719751

8,-0.0003061375025922309,0.0032865107762673727,0.00976251718659484,-0.00089972469472277,0.013308579140633135,0.00022518236837849344,0.0015513295025714104,0.004993038523523417,-0.0028939403954000922,0.002942615550579379,-0.00018461864352433126,0.005224416728660183,0.008037756773344902,-0.005203728923741013,0.014457071550134166,-0.0006002976984625985,0.006285627425353895,0.00911045313011092,-0.013364816829509064,0.0423949142319348,0.0033527879074811626,0.006495888468121767,0.011477930111103552,-0.011206862853092475,0.03411538091787343,0.0006047288557009219,0.004525872756409276,0.005092278035065935,0.004646873778603011,0.050039818852390366,0.003188973096871223,0.0005365206655839529,0.002715951794537119,0.0022611853424368117,-0.0008214094277103044,-0.000910473760785785

9,8.324412686589767e-05,0.0007708169213005939,0.0021662415275261098,-0.0005713810906282906,0.0028462440680002907,-8.025669741028988e-05,0.0019507485684924753,0.00385522855709606,-0.004494130287754057,0.007174243391560158,8.029375808135164e-06,0.00035814724781912314,0.0008004348633422257,-0.00010967204794969793,0.000551606694438899,4.445920252032618e-05,0.0015276943874049224,0.0033902901157301184,-0.00035861634046422015,0.009285168846152488,0.0004322825685065767,0.00040462352725101217,0.0004723988737638475,-0.0005325216174455012,0.0016134918592503285,0.00027425492538372227,0.0030060944678617562,0.007608522454140703,-0.003032813860882848,0.038291472022559,0.0006369644945874801,0.00029060670123504524,0.00022270170194248223,0.0004236956874100411,-0.00029518755383122527,-6.846107142117856e-05
